w/c,a/c,slump ,c ,H% humidity ,air content ,v/s,t0,dt,kh ,Ks,KѰ,Kac,K(v/s),Kt0,ɣc,Øu=2.35*ɣc,fcm28,a,b,fcmt ,Ecmt0,"Ø(t,t0)",Jcreep (10-6/MPa),J creep(ACI),cc
0.56,6.46,75,2890,47.5,0,22,60,40,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.235513815,57,68,0.834481982
0.56,6.46,75,2890,47.5,0,22,60,161,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.754502167,83,84,0.986176026
0.56,6.46,75,2890,47.5,0,22,60,241,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.884824448,92,88,1.043729369
0.56,6.46,75,2890,47.5,0,22,60,300,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.949948225,96,90,1.065065472
0.56,6.46,75,2890,47.5,0,22,60,700,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.161963856,111,97,1.148908769
0.56,6.46,75,2890,47.5,0,22,60,900,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.212788489,112,98,1.140920422
0.56,6.46,75,2890,47.5,0,22,60,40,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.235513815,60,68,0.878402087
0.56,6.46,75,2890,47.5,0,22,60,100,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.585803437,78,79,0.987230492
0.56,6.46,75,2890,47.5,0,22,60,161,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.754502167,93,84,1.104992414
0.56,6.46,75,2890,47.5,0,22,60,241,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.884824448,102,88,1.157178213
0.56,6.46,75,2890,47.5,0,22,60,300,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.949948225,105,90,1.164915361
0.56,6.46,75,2890,47.5,0,22,60,400,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.029104285,112,93,1.210105581
0.56,6.46,75,2890,47.5,0,22,60,550,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.108105919,115,95,1.210936853
0.56,6.46,75,2890,47.5,0,22,60,700,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.161963856,120,97,1.242063534
0.56,6.46,75,2890,47.5,0,22,60,900,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.212788489,124,98,1.263161896
0.56,6.46,75,2890,100,0,22,60,40,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,0.778889718,39,54,0.717521714
0.56,6.46,75,2890,100,0,22,60,100,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,0.999718479,47,61,0.769216275
0.56,6.46,75,2890,100,0,22,60,242,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.189026908,51,67,0.762497708
0.56,6.46,75,2890,100,0,22,60,400,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.279183159,52,70,0.746695584
0.56,6.46,75,2890,100,0,22,60,549,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.328718749,53,71,0.744866249
0.56,6.46,75,2890,100,0,22,60,700,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.362940177,53,72,0.734078677
0.56,6.46,75,2890,100,0,22,60,900,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.394980923,53,73,0.724257961
0.56,6.46,75,2890,100,0,22,60,40,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,0.778889718,40,54,0.735919707
0.56,6.46,75,2890,100,0,22,60,100,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,0.999718479,43,61,0.70375106
0.56,6.46,75,2890,100,0,22,60,160,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.104738328,46,64,0.715285116
0.56,6.46,75,2890,100,0,22,60,242,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.189026908,50,67,0.747546773
0.56,6.46,75,2890,100,0,22,60,322,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.241987007,50,69,0.729888262
0.56,6.46,75,2890,100,0,22,60,400,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.279183159,51,70,0.732336054
0.56,6.46,75,2890,100,0,22,60,549,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.328718749,52,71,0.730812169
0.56,6.46,75,2890,100,0,22,60,700,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.362940177,52,72,0.720228136
0.56,6.46,75,2890,100,0,22,60,900,0.6,1.018,1,1,1.135934871,0.771059985,0.693829019,1.630498195,28,4,0.85,31,32728,1.394980923,54,73,0.737923206
0.56,6.46,75,2890,67.5,0,22,60,40,0.81775,1.018,1,1,1.135934871,0.771059985,0.945631134,2.222233165,28,4,0.85,31,32728,1.061561778,44,63,0.698515085
0.56,6.46,75,2890,67.5,0,22,60,82,0.81775,1.018,1,1,1.135934871,0.771059985,0.945631134,2.222233165,28,4,0.85,31,32728,1.298988266,55,70,0.782970503
0.56,6.46,75,2890,67.5,0,22,60,100,0.81775,1.018,1,1,1.135934871,0.771059985,0.945631134,2.222233165,28,4,0.85,31,32728,1.362532977,58,72,0.803469843
0.56,6.46,75,2890,67.5,0,22,60,160,0.81775,1.018,1,1,1.135934871,0.771059985,0.945631134,2.222233165,28,4,0.85,31,32728,1.505666279,64,77,0.835942127
0.56,6.46,75,2890,67.5,0,22,60,400,0.81775,1.018,1,1,1.135934871,0.771059985,0.945631134,2.222233165,28,4,0.85,31,32728,1.743420047,78,84,0.930511535
0.56,6.46,75,2890,67.5,0,22,60,552,0.81775,1.018,1,1,1.135934871,0.771059985,0.945631134,2.222233165,28,4,0.85,31,32728,1.812027743,83,86,0.966001849
0.56,6.46,75,2890,67.5,0,22,60,700,0.81775,1.018,1,1,1.135934871,0.771059985,0.945631134,2.222233165,28,4,0.85,31,32728,1.857573883,85,87,0.973511137
0.56,6.46,75,2890,67.5,0,22,60,900,0.81775,1.018,1,1,1.135934871,0.771059985,0.945631134,2.222233165,28,4,0.85,31,32728,1.901242749,87,89,0.981419428
0.56,6.46,75,2890,47.5,0,22,60,23,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.024744723,50,62,0.80820065
0.56,6.46,75,2890,47.5,0,22,60,40,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.235513815,64,68,0.936962226
0.56,6.46,75,2890,47.5,0,22,60,82,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.51184602,85,77,1.107504193
0.56,6.46,75,2890,47.5,0,22,60,120,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.652029131,104,81,1.283436882
0.56,6.46,75,2890,47.5,0,22,60,160,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.752391173,113,84,1.343654942
0.56,6.46,75,2890,47.5,0,22,60,240,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.883548232,120,88,1.361988663
0.56,6.46,75,2890,47.5,0,22,60,320,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,1.968345285,125,91,1.378208937
0.56,6.46,75,2890,47.5,0,22,60,400,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.029104285,129,93,1.39378232
0.56,6.46,75,2890,47.5,0,22,60,548,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.107253243,135,95,1.421924656
0.56,6.46,75,2890,47.5,0,22,60,700,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.161963856,140,97,1.449074122
0.56,6.46,75,2890,47.5,0,22,60,900,0.95175,1.018,1,1,1.135934871,0.771059985,1.100586282,2.586377762,28,4,0.85,31,32728,2.212788489,142,98,1.446524107
0.58,5.62,75,3460,99,0,34,28,5,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,0.311344516,60,31,1.961635535
0.58,5.62,75,3460,99,0,34,28,31,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,0.658180637,67,39,1.732314885
0.58,5.62,75,3460,99,0,34,28,83,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,0.877542613,73,44,1.666928345
0.58,5.62,75,3460,99,0,34,28,140,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,0.987540843,76,46,1.639386688
0.58,5.62,75,3460,99,0,34,28,220,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.074357036,78,48,1.612111099
0.58,5.62,75,3460,99,0,34,28,332,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.145052951,81,50,1.618940455
0.58,5.62,75,3460,99,0,34,28,472,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.198652257,84,51,1.63797253
0.58,5.62,75,3460,99,0,34,28,732,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.256578693,87,53,1.652923079
0.58,5.62,75,3460,99,0,34,28,972,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.28893567,89,53,1.667018017
0.58,5.62,75,3460,99,0,34,28,1222,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.312314398,90,54,1.668704742
0.58,5.62,75,3460,99,0,34,28,1472,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.329625755,91,54,1.674708047
0.58,5.62,75,3460,99,0,34,28,1722,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.343095105,93,55,1.701676125
0.58,5.62,75,3460,99,0,34,28,1972,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.353951689,94,55,1.712041083
0.58,5.62,75,3460,99,0,34,28,2222,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.362937171,94,55,1.705530748
0.58,5.62,75,3460,99,0,34,28,2472,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.370529002,95,55,1.71815447
0.58,5.62,75,3460,99,0,34,28,2722,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.37705023,95,55,1.713440864
0.58,5.62,75,3460,99,0,34,28,2972,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.382728235,96,56,1.727351001
0.58,5.62,75,3460,99,0,34,28,3222,0.6067,1.018,1,1,1.03122521,0.843617083,0.636905933,1.496728942,22,2.3,0.92,22,42873,1.387728285,96,56,1.723733821
0.56,6.14,75,3200,99,0,32,7,3,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,0.246330652,55,33,1.682791799
0.56,6.14,75,3200,99,0,32,7,21,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,0.582718198,70,42,1.68653523
0.56,6.14,75,3200,99,0,32,7,43,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,0.742845202,78,46,1.706619726
0.56,6.14,75,3200,99,0,32,7,93,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,0.916527975,85,50,1.691238032
0.56,6.14,75,3200,99,0,32,7,143,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,1.007593929,89,53,1.690499732
0.56,6.14,75,3200,99,0,32,7,193,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,1.06685296,92,54,1.697380544
0.56,6.14,75,3200,99,0,32,7,243,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,1.109593769,93,55,1.681067252
0.56,6.14,75,3200,99,0,32,7,293,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,1.142381397,95,56,1.690938413
0.56,6.14,75,3200,99,0,32,7,343,0.6067,1.018,1,1,1.047640632,0.993547064,0.647044436,1.520554424,34,2.3,0.92,27,38133,1.168598143,96,57,1.68808039
0.56,6.14,75,3200,99,0,32,28,22,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,0.592782051,47,42,1.125233047
0.56,6.14,75,3200,99,0,32,28,72,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,0.85983625,55,49,1.127687989
0.56,6.14,75,3200,99,0,32,28,122,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,0.974717537,58,52,1.120015374
0.56,6.14,75,3200,99,0,32,28,172,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.044549114,60,54,1.119063359
0.56,6.14,75,3200,99,0,32,28,222,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.093129509,61,55,1.111308684
0.56,6.14,75,3200,99,0,32,28,272,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.12956174,63,56,1.12810958
0.56,6.14,75,3200,99,0,32,28,322,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.158240373,63,57,1.113119294
0.56,6.14,75,3200,99,0,32,28,372,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.181597931,64,57,1.118680929
0.56,6.14,75,3200,99,0,32,28,422,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.20111,65,58,1.126088655
0.56,6.14,75,3200,99,0,32,28,472,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.217732844,66,58,1.134842732
0.56,6.14,75,3200,99,0,32,28,522,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.232118055,66,59,1.127529072
0.56,6.14,75,3200,99,0,32,28,572,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.244727494,66,59,1.121195337
0.56,6.14,75,3200,99,0,32,28,622,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.255899159,66,59,1.115642953
0.56,6.14,75,3200,99,0,32,28,672,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.265887009,67,59,1.127554459
0.56,6.14,75,3200,99,0,32,28,722,0.6067,1.018,1,1,1.047640632,0.843617083,0.647044436,1.520554424,34,2.3,0.92,34,38133,1.274886145,67,60,1.123094009
0.56,6.14,75,3200,99,0,32,90,10,0.6067,1.018,1,1,1.047640632,0.735037332,0.647044436,1.520554424,34,2.3,0.92,36,38133,0.432973689,38,38,1.011221637
0.56,6.14,75,3200,99,0,32,90,60,0.6067,1.018,1,1,1.047640632,0.735037332,0.647044436,1.520554424,34,2.3,0.92,36,38133,0.818711313,45,48,0.943516977
0.56,6.14,75,3200,99,0,32,90,110,0.6067,1.018,1,1,1.047640632,0.735037332,0.647044436,1.520554424,34,2.3,0.92,36,38133,0.952795404,48,51,0.937314783
0.56,6.14,75,3200,99,0,32,90,160,0.6067,1.018,1,1,1.047640632,0.735037332,0.647044436,1.520554424,34,2.3,0.92,36,38133,1.030246312,50,53,0.939122504
0.56,6.14,75,3200,99,0,32,90,210,0.6067,1.018,1,1,1.047640632,0.735037332,0.647044436,1.520554424,34,2.3,0.92,36,38133,1.082809958,51,55,0.933730412
0.56,6.14,75,3200,99,0,32,90,260,0.6067,1.018,1,1,1.047640632,0.735037332,0.647044436,1.520554424,34,2.3,0.92,36,38133,1.121646952,52,56,0.93461167
0.56,6.14,75,3200,99,0,32,365,35,0.6067,1.018,1,1,1.047640632,0.623102444,0.647044436,1.520554424,34,2.3,0.92,37,38133,0.696044246,34,44,0.764438783
0.56,6.14,75,3200,99,0,32,365,85,0.6067,1.018,1,1,1.047640632,0.623102444,0.647044436,1.520554424,34,2.3,0.92,37,38133,0.896774075,37,50,0.743852955
0.56,6.14,75,3200,99,0,32,365,135,0.6067,1.018,1,1,1.047640632,0.623102444,0.647044436,1.520554424,34,2.3,0.92,37,38133,0.995787535,39,52,0.745162986
0.56,6.14,75,3200,99,0,32,365,185,0.6067,1.018,1,1,1.047640632,0.623102444,0.647044436,1.520554424,34,2.3,0.92,37,38133,1.058726087,40,54,0.740904781
0.56,6.14,75,3200,99,0,32,365,235,0.6067,1.018,1,1,1.047640632,0.623102444,0.647044436,1.520554424,34,2.3,0.92,37,38133,1.103542589,41,55,0.743247609
0.56,6.14,75,3200,99,0,32,365,285,0.6067,1.018,1,1,1.047640632,0.623102444,0.647044436,1.520554424,34,2.3,0.92,37,38133,1.137642499,42,56,0.749230052
0.56,6.14,75,3200,99,0,32,365,335,0.6067,1.018,1,1,1.047640632,0.623102444,0.647044436,1.520554424,34,2.3,0.92,37,38133,1.164753457,43,57,0.757462239
0.56,6.14,75,3200,99,0,32,365,385,0.6067,1.018,1,1,1.047640632,0.623102444,0.647044436,1.520554424,34,2.3,0.92,37,38133,1.186995458,44,57,0.767195009
0.59,5.67,75,3200,99,0,22,28,13,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,0.523680656,76,40,1.90204423
0.59,5.67,75,3200,99,0,22,28,27,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,0.691027625,80,44,1.804015472
0.59,5.67,75,3200,99,0,22,28,62,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,0.895117172,85,50,1.710345433
0.59,5.67,75,3200,99,0,22,28,585,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.351938343,99,62,1.605130088
0.59,5.67,75,3200,99,0,22,28,663,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.369716567,100,62,1.609179787
0.59,5.67,75,3200,99,0,22,28,820,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.397936512,103,63,1.637949538
0.59,5.67,75,3200,99,0,22,28,1874,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.485947471,108,65,1.656657692
0.59,5.67,75,3200,99,0,22,28,2778,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.517248505,110,66,1.666355146
0.59,5.67,75,3200,99,0,22,28,4671,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.550077102,116,67,1.734625199
0.59,5.67,75,3200,99,0,22,28,6979,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.569955124,118,67,1.75088427
0.59,5.67,75,3200,99,0,22,28,12,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,0.506676824,66,40,1.670416614
0.59,5.67,75,3200,99,0,22,28,33,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,0.739744952,75,46,1.643904756
0.59,5.67,75,3200,99,0,22,28,55,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,0.865654252,79,49,1.614718803
0.59,5.67,75,3200,99,0,22,28,112,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.036508945,88,53,1.647772777
0.59,5.67,75,3200,99,0,22,28,388,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.287413729,93,60,1.550383717
0.59,5.67,75,3200,99,0,22,28,567,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.347362885,100,62,1.624503831
0.59,5.67,75,3200,99,0,22,28,674,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.371989336,100,62,1.607637919
0.59,5.67,75,3200,99,0,22,28,758,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.387781851,100,63,1.597005186
0.59,5.67,75,3200,99,0,22,28,814,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.397001951,109,63,1.73403989
0.59,5.67,75,3200,99,0,22,28,1874,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.485947471,110,65,1.687336539
0.59,5.67,75,3200,99,0,22,28,2714,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.515560969,111,66,1.682631847
0.59,5.67,75,3200,99,0,22,28,4635,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.549650675,104,67,1.555441315
0.59,5.67,75,3200,99,0,22,28,8700,0.6067,1.018,1,1,1.135111512,0.843617083,0.701068253,1.647510395,17,4,0.85,17,38133,1.579163989,125,68,1.848127928
0.59,5.67,75,3200,70,0,22,28,12,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,0.668943689,83,44,1.896432468
0.59,5.67,75,3200,70,0,22,28,33,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,0.976653546,100,52,1.929169635
0.59,5.67,75,3200,70,0,22,28,49,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,1.105243959,113,55,2.04680744
0.59,5.67,75,3200,70,0,22,28,118,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,1.384283954,127,63,2.031172081
0.59,5.67,75,3200,70,0,22,28,382,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,1.696234105,157,71,2.220460378
0.59,5.67,75,3200,70,0,22,28,567,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,1.778865454,164,73,2.25049111
0.59,5.67,75,3200,70,0,22,28,648,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,1.804172286,165,74,2.243779753
0.59,5.67,75,3200,70,0,22,28,758,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,1.832228882,166,74,2.2350164
0.59,5.67,75,3200,70,0,22,28,1874,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,1.961832741,175,78,2.253089753
0.59,5.67,75,3200,70,0,22,28,2692,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,2.000145963,173,79,2.198896014
0.59,5.67,75,3200,70,0,22,28,4598,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,2.045351711,181,80,2.266428858
0.59,5.67,75,3200,70,0,22,28,6924,0.801,1.018,1,1,1.135111512,0.843617083,0.925590359,2.175137343,17,4,0.85,17,38133,2.072280249,194,81,2.407919005
0.59,5.67,75,3200,50,0,22,28,13,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,0.807056887,97,47,2.046920065
0.59,5.67,75,3200,50,0,22,28,26,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,1.050985075,112,54,2.082363276
0.59,5.67,75,3200,50,0,22,28,60,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,1.367082116,134,62,2.158700776
0.59,5.67,75,3200,50,0,22,28,94,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,1.534314831,151,66,2.272047233
0.59,5.67,75,3200,50,0,22,28,388,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,1.984064342,175,78,2.236303992
0.59,5.67,75,3200,50,0,22,28,562,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,2.074439606,205,81,2.54266338
0.59,5.67,75,3200,50,0,22,28,643,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,2.104322025,208,81,2.555039051
0.59,5.67,75,3200,50,0,22,28,758,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,2.138744076,210,82,2.551316643
0.59,5.67,75,3200,50,0,22,28,814,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,2.152953394,210,83,2.539818703
0.59,5.67,75,3200,50,0,22,28,1889,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,2.291101641,223,86,2.5838336
0.59,5.67,75,3200,50,0,22,28,2714,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,2.335667555,228,87,2.606471975
0.59,5.67,75,3200,50,0,22,28,4635,0.935,1.018,1,1,1.135111512,0.843617083,1.08043319,2.539017998,17,4,0.85,17,38133,2.388204024,234,89,2.633584618
